"","X","feature","method","group1","group2","p_values","adj_method","p_adjust","Compartment","Experiment","Variety","Timepoint","logFC","int_all","def_all","level1","level2","level3"
"3725",3725,"ko00051","LinDA","Defoliation","Intact",0.635676448225706,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0507165210625363,0.00769918808113132,0.00743323280495035,"Fructose and mannose metabolism","Carbohydrate metabolism","Metabolism"
"3726",3726,"ko00401","LinDA","Defoliation","Intact",0.828788592832533,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0199640122966181,0.00266036590989006,0.0026238053156701,"Novobiocin biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"3727",3727,"ko00400","LinDA","Defoliation","Intact",0.878622176390969,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0136719108862258,0.01453895928071,0.0144018294948822,"Phenylalanine, tyrosine and tryptophan biosynthesis","Amino acid metabolism","Metabolism"
"3728",3728,"ko04020","LinDA","Defoliation","Intact",0.125918078426463,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.331314473830076,8.01920445096061e-06,1.00894357866673e-05,"Calcium signaling pathway","Signal transduction","Environmental Information Processing"
"3729",3729,"ko00350","LinDA","Defoliation","Intact",0.858977445591724,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0184231704877149,0.00432663569850379,0.0043822409841064,"Tyrosine metabolism","Amino acid metabolism","Metabolism"
"3730",3730,"ko00480","LinDA","Defoliation","Intact",0.555914366372152,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0598120570146194,0.00656553962647278,0.00684345869189124,"Glutathione metabolism","Metabolism of other amino acids","Metabolism"
"3731",3731,"ko00643","LinDA","Defoliation","Intact",0.631244958679379,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0975301212922698,0.000917363979296819,0.000981524569576389,"Styrene degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"3732",3732,"ko00642","LinDA","Defoliation","Intact",0.634945435081849,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0478587946876985,0.000573321647515999,0.00059265953093727,"Ethylbenzene degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"3733",3733,"ko00640","LinDA","Defoliation","Intact",0.874151583968734,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0113578150863144,0.0120062174611653,0.0119120679520422,"Propanoate metabolism","Carbohydrate metabolism","Metabolism"
"3734",3734,"ko00720","LinDA","Defoliation","Intact",0.908768860584927,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.00915007265938678,0.0200071501561882,0.0198806594142048,"Carbon fixation pathways in prokaryotes","Energy metabolism","Metabolism"
"3735",3735,"ko00960","LinDA","Defoliation","Intact",0.887628994889524,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.00982134867020944,0.0022924156895758,0.00227686274798984,"Tropane, piperidine and pyridine alkaloid biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"3736",3736,"ko02020","LinDA","Defoliation","Intact",0.798167543486293,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0280587733800066,0.0364563809649074,0.0371723558813087,"Two-component system","Signal transduction","Environmental Information Processing"
"3737",3737,"ko00120","LinDA","Defoliation","Intact",0.806971243375026,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.021770488988376,7.24481819493772e-05,7.13631351457271e-05,"Primary bile acid biosynthesis","Lipid metabolism","Metabolism"
"3738",3738,"ko00965","LinDA","Defoliation","Intact",0.43688454597151,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.10414140926045,4.59876588644284e-05,4.94300430944638e-05,"Betalain biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"3741",3741,"ko00290","LinDA","Defoliation","Intact",0.889616108818871,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0105292463976232,0.0120434739637359,0.0119558968390649,"Valine, leucine and isoleucine biosynthesis","Amino acid metabolism","Metabolism"
"3746",3746,"ko00980","LinDA","Defoliation","Intact",0.586233941048452,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.103814400358919,0.00178512390005842,0.00191831363219859,"Metabolism of xenobiotics by cytochrome P450","Xenobiotics biodegradation and metabolism","Metabolism"
"3747",3747,"ko00410","LinDA","Defoliation","Intact",0.792862960512621,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.022479109281273,0.00416911180843557,0.00423458084324245,"beta-Alanine metabolism","Metabolism of other amino acids","Metabolism"
"3748",3748,"ko00983","LinDA","Defoliation","Intact",0.79704263070635,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0224772930097338,0.00349539352792896,0.00344135708304481,"Drug metabolism - other enzymes","Xenobiotics biodegradation and metabolism","Metabolism"
"3750",3750,"ko00791","LinDA","Defoliation","Intact",0.644433271574188,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.14181310936146,0.000354906388045845,0.000391564955451516,"Atrazine degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"3751",3751,"ko00790","LinDA","Defoliation","Intact",0.916279823955495,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0111798696226586,0.0055629835519291,0.00560626021841463,"Folate biosynthesis","Metabolism of cofactors and vitamins","Metabolism"
"3753",3753,"ko00020","LinDA","Defoliation","Intact",0.958318980620291,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.00538328203600966,0.0154683134225848,0.0155261398117343,"Citrate cycle (TCA cycle)","Carbohydrate metabolism","Metabolism"
"3754",3754,"ko00710","LinDA","Defoliation","Intact",0.875189880585892,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0138313124653683,0.00995304792171595,0.009858082655058,"Carbon fixation in photosynthetic organisms","Energy metabolism","Metabolism"
"3755",3755,"ko02060","LinDA","Defoliation","Intact",0.360480132379469,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.35982900844812,0.00292093789106986,0.002276161104,"Phosphotransferase system (PTS)","Membrane transport","Environmental Information Processing"
"3756",3756,"ko00340","LinDA","Defoliation","Intact",0.973125262971872,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0042161318677714,0.00894587444254252,0.00897205610327908,"Histidine metabolism","Amino acid metabolism","Metabolism"
"3757",3757,"ko00785","LinDA","Defoliation","Intact",0.909937366228701,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0138318838820371,0.00160432393806291,0.00161977941560567,"Lipoic acid metabolism","Metabolism of cofactors and vitamins","Metabolism"
"3758",3758,"ko00550","LinDA","Defoliation","Intact",0.962847363871882,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.00298400908148843,0.0117806571200832,0.0117563156918562,"Peptidoglycan biosynthesis","Glycan biosynthesis and metabolism","Metabolism"
"3759",3759,"ko00650","LinDA","Defoliation","Intact",0.857758137684556,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0131403609563251,0.0119506148183988,0.0118422603851665,"Butanoate metabolism","Carbohydrate metabolism","Metabolism"
"3767",3767,"ko00522","LinDA","Defoliation","Intact",0.615453445859878,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.457019104880276,1.49615184473551e-08,2.05377154093877e-08,"Biosynthesis of 12-, 14- and 16-membered macrolides","Metabolism of terpenoids and polyketides","Metabolism"
"3771",3771,"ko00910","LinDA","Defoliation","Intact",0.901608324135018,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0128197280988727,0.0120190823574573,0.0121263593466861,"Nitrogen metabolism","Energy metabolism","Metabolism"
"3773",3773,"ko00460","LinDA","Defoliation","Intact",0.635806532685959,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0308578362034671,0.00295352931986609,0.00301738287212248,"Cyanoamino acid metabolism","Metabolism of other amino acids","Metabolism"
"3775",3775,"ko00830","LinDA","Defoliation","Intact",0.952388414047073,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0088316777878469,0.000582770302643171,0.000579213682632024,"Retinol metabolism","Metabolism of cofactors and vitamins","Metabolism"
"3776",3776,"ko00780","LinDA","Defoliation","Intact",0.954330693015008,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.00441792239154822,0.00288560153473308,0.00287677855848835,"Biotin metabolism","Metabolism of cofactors and vitamins","Metabolism"
"3777",3777,"ko00511","LinDA","Defoliation","Intact",0.543460082767263,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0874243471677389,0.0013611982413262,0.00144623454237046,"Other glycan degradation","Glycan biosynthesis and metabolism","Metabolism"
"3779",3779,"ko00030","LinDA","Defoliation","Intact",0.782648146479473,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0240266385469052,0.0114399852805691,0.0112510415042418,"Pentose phosphate pathway","Carbohydrate metabolism","Metabolism"
"3781",3781,"ko00232","LinDA","Defoliation","Intact",0.836474041320512,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0718631096180997,1.63200186688108e-06,1.55270052425442e-06,"Caffeine metabolism","Biosynthesis of other secondary metabolites","Metabolism"
"3782",3782,"ko00230","LinDA","Defoliation","Intact",0.932594314314915,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.00649972412960134,0.0359889530291188,0.0358271779357848,"Purine metabolism","Nucleotide metabolism","Metabolism"
"3785",3785,"ko00540","LinDA","Defoliation","Intact",0.860229771895143,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0201098091347149,0.0100651999029434,0.010206481683053,"Lipopolysaccharide biosynthesis","Glycan biosynthesis and metabolism","Metabolism"
"3788",3788,"ko00660","LinDA","Defoliation","Intact",0.876853285749079,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0118950035997431,0.00468777082397502,0.00464927910873386,"C5-Branched dibasic acid metabolism","Carbohydrate metabolism","Metabolism"
"3790",3790,"ko04512","LinDA","Defoliation","Intact",0.256572096290339,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.910405297418373,1.57116107589866e-07,2.95311265064038e-07,"ECM-receptor interaction","Signaling molecules and interaction","Environmental Information Processing"
"3791",3791,"ko00982","LinDA","Defoliation","Intact",0.580755585089427,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.101483981407183,0.00184566682204917,0.00198017251350698,"Drug metabolism - cytochrome P450","Xenobiotics biodegradation and metabolism","Metabolism"
"3792",3792,"ko04630","LinDA","Defoliation","Intact",0.294811122281949,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.75226542919349,2.30927122109859e-08,3.88981907915046e-08,"Jak-STAT signaling pathway","Signal transduction","Environmental Information Processing"
"3794",3794,"ko00140","LinDA","Defoliation","Intact",0.341531085286086,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.10182625046529,0.00033937742268123,0.000316249750434429,"Steroid hormone biosynthesis","Lipid metabolism","Metabolism"
"3796",3796,"ko00860","LinDA","Defoliation","Intact",0.851752621913134,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0144617873414984,0.0136865444718535,0.0135500338806927,"Porphyrin and chlorophyll metabolism","Metabolism of cofactors and vitamins","Metabolism"
"3798",3798,"ko00330","LinDA","Defoliation","Intact",0.977513199875145,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.00184363822211868,0.0169188502710695,0.0168972432673997,"Arginine and proline metabolism","Amino acid metabolism","Metabolism"
"3799",3799,"ko04080","LinDA","Defoliation","Intact",0.10752241048714,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",1.04690880933747,3.05315867287806e-07,6.30812556558992e-07,"Neuroactive ligand-receptor interaction","Signaling molecules and interaction","Environmental Information Processing"
"3800",3800,"ko04514","LinDA","Defoliation","Intact",0.523258325014501,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.411544077496559,2.26374379553655e-08,3.01102516277615e-08,"Cell adhesion molecules (CAMs)","Signaling molecules and interaction","Environmental Information Processing"
"3801",3801,"ko00908","LinDA","Defoliation","Intact",0.997326303574029,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.00250317593658973,0.000858120459279681,0.000859610650199529,"Zeatin biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"3805",3805,"ko00906","LinDA","Defoliation","Intact",0.351919825707806,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.112074509991593,0.000547287119071136,0.000591497639718398,"Carotenoid biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"3806",3806,"ko00900","LinDA","Defoliation","Intact",0.867974628882702,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0130084963945919,0.00917238919699388,0.00909005532620126,"Terpenoid backbone biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"3807",3807,"ko00901","LinDA","Defoliation","Intact",0.402203499402188,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.110245099549058,4.51205553296863e-05,4.87036509219846e-05,"Indole alkaloid biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"3809",3809,"ko00903","LinDA","Defoliation","Intact",0.735468418166865,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0444211112134432,0.00129258336071567,0.00133300153006784,"Limonene and pinene degradation","Metabolism of terpenoids and polyketides","Metabolism"
"3810",3810,"ko00471","LinDA","Defoliation","Intact",0.863698450124689,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0130405459376807,0.00243832845139462,0.00241638766843597,"D-Glutamine and D-glutamate metabolism","Metabolism of other amino acids","Metabolism"
"3811",3811,"ko00472","LinDA","Defoliation","Intact",0.193670180657249,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.131060881858553,0.000220331265749183,0.000241284478963267,"D-Arginine and D-ornithine metabolism","Metabolism of other amino acids","Metabolism"
"3812",3812,"ko00473","LinDA","Defoliation","Intact",0.989034888644027,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.00160048642234549,0.0018749784996638,0.00187705970373485,"D-Alanine metabolism","Metabolism of other amino acids","Metabolism"
"3817",3817,"ko00240","LinDA","Defoliation","Intact",0.841718266267519,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0167565488959283,0.0272816319819762,0.0269665955975307,"Pyrimidine metabolism","Nucleotide metabolism","Metabolism"
"3818",3818,"ko04012","LinDA","Defoliation","Intact",0.37036881392274,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.788058707973839,1.95453092952566e-08,3.37498507620636e-08,"ErbB signaling pathway","Signal transduction","Environmental Information Processing"
"3819",3819,"ko04013","LinDA","Defoliation","Intact",0.37036881392274,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.788058707973839,1.95453092952566e-08,3.37498507620636e-08,"MAPK signaling pathway - fly","Signal transduction","Environmental Information Processing"
"3820",3820,"ko04010","LinDA","Defoliation","Intact",0.468010482529966,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.496518218915369,2.39224127604202e-08,3.37498507620636e-08,"MAPK signaling pathway","Signal transduction","Environmental Information Processing"
"3821",3821,"ko04011","LinDA","Defoliation","Intact",0.601851856107112,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0689724426299966,0.000597826387631005,0.000627101521790552,"MAPK signaling pathway - yeast","Signal transduction","Environmental Information Processing"
"3822",3822,"ko00944","LinDA","Defoliation","Intact",0.66935242481605,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.082025063857486,1.89991892252219e-05,1.79491159702123e-05,"Flavone and flavonol biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"3824",3824,"ko04070","LinDA","Defoliation","Intact",0.790935240187593,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0246945301729953,0.00201284405634152,0.0020475943562792,"Phosphatidylinositol signaling system","Signal transduction","Environmental Information Processing"
"3826",3826,"ko04310","LinDA","Defoliation","Intact",0.364677908164863,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.395791562094296,3.9026339867349e-06,5.13455670614851e-06,"Wnt signaling pathway","Signal transduction","Environmental Information Processing"
"3828",3828,"ko00770","LinDA","Defoliation","Intact",0.790234598368309,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0231864827424614,0.0106216406263335,0.0104522978410148,"Pantothenate and CoA biosynthesis","Metabolism of cofactors and vitamins","Metabolism"
